Price,Bedroom,Bathroom,Floors,Area,Road_Width,Amenities_Count,Property_Age,City_Bhaktapur,City_Chitwan,City_Dharan,City_Jhapa,City_Kathmandu,City_Lalitpur,City_Nawalparasi,City_Pokhara,Road_Type_Gravelled,Road_Type_Paved,Road_Type_Soil Stabilized,Neighborhood_encoded
11000000.0,10,3,2.0,4.0,3.0,2,10,0,0,0,0,1,0,0,0,0,0,1,0.0023215322112594312
42500000.0,5,3,2.0,5.0,12.0,26,8,0,0,0,0,1,0,0,0,0,1,0,0.004062681369704005
35000000.0,5,4,2.0,6.0,18.0,26,62,0,0,0,0,1,0,0,0,1,0,0,0.16927839040433354
2200000.0,0,0,3.0,5.0,20.0,0,8,0,0,0,0,1,0,0,0,0,1,0,0.00522344747533372
2400000.0,0,0,3.0,5.0,16.0,0,8,0,0,0,0,1,0,0,0,0,1,0,0.001934610176049526
2400000.0,0,0,3.0,5.0,12.0,0,8,0,0,0,0,1,0,0,0,1,0,0,0.16927839040433354
6000000.0,0,0,3.0,5.0,13.0,0,8,0,0,0,0,1,0,0,0,1,0,0,0.0001934610176049526
2700000.0,0,0,3.0,13.0,13.0,0,8,0,0,0,0,1,0,0,0,0,1,0,0.14025923776359064
2300000.0,0,0,3.0,6.0,20.0,0,8,0,0,0,0,1,0,0,0,0,1,0,0.00522344747533372
37000000.0,5,5,3.0,4.0,20.0,7,6,0,0,0,0,1,0,0,0,0,1,0,0.14025923776359064
45000000.0,6,6,3.0,6.0,20.0,6,6,0,0,0,0,1,0,0,0,0,1,0,0.004062681369704005
39000000.0,2,1,1.0,11.0,0.0,9,8,0,0,0,0,0,1,0,0,0,0,1,0.0003869220352099052
17000000.0,5,3,3.0,3.75,12.0,5,8,0,0,0,0,1,0,0,0,0,1,0,0.0001934610176049526
100000.0,5,4,3.0,11.0,0.0,5,8,0,0,0,0,1,0,0,0,0,0,1,0.0036757593344940993
