City,Price,Bedroom,Bathroom,Floors,Area,Road_Width,Road_Type,Neighborhood,Amenities_Count,Property_Age
Bhaktapur,2200000,0,0,3,4,13,Gravelled,madhyapur thimi,0,8
Kathmandu,2500000,0,0,3,5,10,Gravelled,baniyatar,0,8
Kathmandu,25000000,6,0,3,4,16,Gravelled,banasthali,10,64
Lalitpur,16000000,0,0,3,5,13,Gravelled,tikathali,0,8
Kathmandu,10500000,2,1,1,3.2,12,Gravelled,makalbari,9,14
Kathmandu,12500000,3,3,3,3,10,Gravelled,kapan,9,8
Kathmandu,13500000,0,2,3,2.5,12,Soil Stabilized,bafal,0,8
Lalitpur,1250000,0,0,3,8,22,Gravelled,godawari,0,8
Kathmandu,142500000,42,0,3,7,22,Paved,budhanilkantha,0,8
Lalitpur,90000,4,2,3,7,20,Soil Stabilized,patandokha,5,8
Lalitpur,40000,0,0,3,3,13,Soil Stabilized,nakkhu,5,8
Lalitpur,125000,0,0,3,7,13,Soil Stabilized,bakhundol,5,8
Lalitpur,100000,0,0,3,10,13,Soil Stabilized,kupondole,5,8
Kathmandu,175000,0,0,3,10,15,Soil Stabilized,baluwatar,6,8
Lalitpur,150000,0,0,3,9,13,Soil Stabilized,sanepa,5,8
Lalitpur,100000,3,3,3,4,18,Soil Stabilized,bhaisepati,5,8
Kathmandu,1500000,0,0,3,5,12,Paved,chandragiri,0,8
Lalitpur,19500000,6,5,3,4,14,Soil Stabilized,khumaltar,6,8
Lalitpur,97500000,3,0,2,24,20,Soil Stabilized,bhaisepati,7,63
Kathmandu,38000000,7,4,3,6.1,14,Soil Stabilized,kalanki,5,8
Kathmandu,4500000,0,0,3,4,26.24672,Soil Stabilized,sankhamul,0,8
Kathmandu,210000,0,0,5,4,20,Soil Stabilized,kalanki,2,8
Kathmandu,29500000,4,3,3,7,20,Soil Stabilized,sitapaila,6,8
Lalitpur,4500000,0,0,3,3.5,10,Soil Stabilized,sanepa,0,8
Kathmandu,14000000,6,0,3,4,12,Soil Stabilized,grandy,6,8
Kathmandu,120000,3,3,2,4.046749452,20,Soil Stabilized,panipokhari,5,8
Kathmandu,30000,5,0,3,6.428049671,15,Paved,budhanilkantha,0,8
Kathmandu,43500000,0,0,3,3.85,20,Soil Stabilized,hattisar,2,8
Lalitpur,2800000,0,0,3,7.1,20,Soil Stabilized,hattiban,0,8
Lalitpur,200000,5,4,3,4,20,Soil Stabilized,jhamsikhel,6,8
Kathmandu,22000000,10,3,3,3.25,20,Soil Stabilized,boudha,3,8
Lalitpur,120000,5,3,3,8,13,Soil Stabilized,bhaisepati,5,8
Lalitpur,29500000,3,2,3,6,18,Paved,civil homes,16,69
Kathmandu,45000000,5,5,3,7,12,Soil Stabilized,dhumbarahi,0,8
Bhaktapur,22500000,12,4,4,4,20,Soil Stabilized,dadikot,5,8
Lalitpur,100000,4,3,3,5,13,Soil Stabilized,bhaisepati,5,8
Lalitpur,2500000,0,0,3,5.875,12,Soil Stabilized,imadol,0,8
Kathmandu,18000000,3,4,3,3.5,13,Soil Stabilized,sitapaila,5,8
Kathmandu,34500000,9,4,4,6.3,12,Soil Stabilized,sukedhara,6,8
Kathmandu,72500000,7,6,3,14,20,Soil Stabilized,basundhara,6,8
Kathmandu,11500000,2,1,1,3,13,Gravelled,grandy hospital,3,8
Kathmandu,27500000,9,7,3,5,13,Soil Stabilized,lazimpat,5,8
Kathmandu,3500000,0,0,3,4,12,Soil Stabilized,koteshwor,0,8
Kathmandu,31500000,4,4,3,4,20,Soil Stabilized,chandol,1,8
Kathmandu,170000000,0,0,3,19,20,Soil Stabilized,sukedhara,0,8
Kathmandu,7700000,0,2,2,6.25,14,Soil Stabilized,new baneshwor,7,8
Kathmandu,2650000,0,0,3,9.5,10,Gravelled,budhanilkantha,0,8
Kathmandu,6200000,0,0,3,7,20,Paved,maharajgunj,0,8
Kathmandu,37500000,2,3,3,5,14,Paved,basundhara,6,8
Kathmandu,3800000,0,0,3,12,15,Gravelled,budhanilkantha,0,8
Kathmandu,32500000,4,3,3,5,26,Paved,bhangal,8,8
Kathmandu,80000,3,3,3,2,20,Paved,basundhara,6,63
Kathmandu,1900000,0,0,3,7.375,14,Gravelled,budhanilkantha,0,8
Lalitpur,1000000,0,0,3,8,20,Gravelled,godawari,0,8
Bhaktapur,2400000,0,0,3,7,18,Soil Stabilized,sallaghari,0,8
Kathmandu,17500000,0,0,3,4,16,Soil Stabilized,pasikot,0,8
Kathmandu,37500000,0,0,3,6,20,Soil Stabilized,hattigauda,5,8
Lalitpur,1300000,0,0,3,2.045288532,20,Paved,lagankhel,0,8
Bhaktapur,25000000,2,1,1,7,13,Gravelled,balkot,0,8
Kathmandu,18000000,0,0,3,3,13,Soil Stabilized,hattigauda,0,8
Kathmandu,65000,3,3,2,6,20,Paved,chovar,8,64
Bhaktapur,2000000,0,0,3,4.5,15,Soil Stabilized,sallaghari,0,8
Kathmandu,30000,0,0,3,2.92184076,0,Soil Stabilized,narayan chowk,0,8
Lalitpur,22000,3,2,3,3.798392988,15,Paved,near bnb hospital,1,8
Kathmandu,20000,2,1,3,2.337472608,15,Gravelled,ranibari,1,8
Kathmandu,4200000,0,0,3,11,20,Paved,sanobharyang,0,8
Kathmandu,13800000,2,1,3,5,12,Soil Stabilized,pasikot,7,8
Kathmandu,45000000,4,0,3,7.125,20,Paved,basbari,14,64
Kathmandu,57500000,4,6,3,7,20,Soil Stabilized,budhanilkantha,8,8
Kathmandu,175000,4,3,2,12,13,Soil Stabilized,baluwatar,6,8
Kathmandu,1350000,0,0,3,3.25,15,Soil Stabilized,kavresthali,0,8
Kathmandu,29000000,8,4,3,3.375,20,Paved,dallu,4,11
Kathmandu,17800000,7,0,2,3.25,15,Gravelled,sundarbasti,6,8
Kathmandu,29000000,5,3,2.5,4,15,Paved,golfutar,6,8
Kathmandu,2400000,0,0,3,5,14,Gravelled,ganesh chowk,0,8
Lalitpur,235000000,0,0,2,28,32,Paved,lalitpur,0,82
Kathmandu,6750000,7,5,3,5,15,Paved,makalu petrol pump,7,8
Lalitpur,9000000,0,0,3,3.5,12,Gravelled,lalitpur,0,8
Kathmandu,3500000,0,0,3,5,10,Soil Stabilized,bafal,0,8
Kathmandu,45000000,0,0,4,5,29.52756,Paved,teku,3,57
Kathmandu,4100000,0,0,3,10,15,Soil Stabilized,budhanilkantha,0,8
Kathmandu,51000000,0,0,3,8,15,Paved,mandikatar,8,8
Kathmandu,29000000,0,0,3,5.1875,20,Gravelled,muhanpokhari,8,6
Kathmandu,235000000,0,0,3,3,12,Paved,kathmandu,0,8
Bhaktapur,1900000,0,0,3,4.5625,13,Gravelled,balkot,0,8
Bhaktapur,75000000,0,0,5,6.5,20,Paved,bhaktapur,10,7
Kathmandu,26500000,0,0,3,3.5,12,Soil Stabilized,basundhara,5,8
Pokhara,36500000,0,0,3,6.5,20,Gravelled,mahendrapul,15,8
Kathmandu,41000000,0,0,3,4,12,Paved,balkhu,10,7
Kathmandu,30000000,0,0,3,6,12,Soil Stabilized,basundhara,5,8
Kathmandu,14200000,4,2,2,3.25,13,Soil Stabilized,tokha,5,8
Kathmandu,5500000,0,0,3,8,13,Soil Stabilized,samakhusi,0,8
Bhaktapur,1700000,0,0,3,3,15,Soil Stabilized,jagati,0,8
Lalitpur,3200000,0,0,3,2.045288532,15,Paved,pulchowk,0,8
Kathmandu,17500000,0,0,3,3.5,13,Soil Stabilized,dhapasi,5,8
Pokhara,235000000,0,0,1,10,12,Soil Stabilized,archale village,3,8
Kathmandu,20000000,0,0,2,4,13,Paved,hadigaun,6,8
Kathmandu,2000000,0,0,3,10,13,Soil Stabilized,chundevi,0,8
Kathmandu,20000,0,1,3,4.236669102,36,Soil Stabilized,radha bhawan,8,8
Kathmandu,235000000,0,0,4,3,10,Paved,balaju,8,9
Kathmandu,3000000,0,0,3,9,9,Paved,gongabu,0,8
Kathmandu,15000000,2,1,1,5,11,Soil Stabilized,kapan,4,8
Kathmandu,70000000,13,0,4.5,13,14,Gravelled,maharajgunj,7,8
Kathmandu,16500000,6,3,3,3.1,10,Paved,baniyatar,5,8
Kathmandu,53000000,6,4,3,7.5,15,Paved,tokha,7,8
Kathmandu,3200000,0,0,3,5.5,13,Paved,budhanilkantha,0,8
Kathmandu,5500000,0,0,3,7,20,Paved,khusibu,0,8
Kathmandu,3200000,0,0,3,7,15,Soil Stabilized,hattigauda,0,8
Bhaktapur,1350000,0,0,3,3.2,13,Soil Stabilized,dadikot,0,8
Kathmandu,3200000,0,0,3,2.2,19.68504,Paved,mulpani,0,8
Kathmandu,43000000,6,5,3,8,12,Gravelled,tokha,13,8
Bhaktapur,21500000,9,1,3,6,20,Soil Stabilized,bhaktapur,1,6
Kathmandu,235000000,0,0,3,4,20,Paved,durbar marg,0,8
Kathmandu,24500000,4,3,2,3.5,13.12336,Soil Stabilized,chandol,7,9
Kathmandu,80000000,18,6,4,8,29.52756,Soil Stabilized,maharajgunj,1,22
Lalitpur,3600000,0,0,3,4,12,Soil Stabilized,lalitpur,0,8
Kathmandu,3600000,0,0,3,13,10,Gravelled,baluwatar,0,8
Kathmandu,33500000,0,0,3,5,20,Paved,baluwatar,5,8
Kathmandu,32000000,9,4,3,5,10,Paved,baniyatar,7,8
Kathmandu,14000000,0,0,3,2.5,10,Soil Stabilized,jorpati,5,8
Kathmandu,35000000,10,3,3,4,16,Paved,baniyatar,6,8
Lalitpur,25500000,4,4,2.5,4.2,14,Gravelled,nakkhu,7,8
Lalitpur,24000000,12,4,3,4,0,Soil Stabilized,lalitpur,7,8
Kathmandu,18700000,1,1,3,5.25,7,Soil Stabilized,basundhara,6,8
Kathmandu,19500,0,0,3,2.337472608,0,Soil Stabilized,radhamarga,0,8
Lalitpur,16500000,5,3,3,3.5,13,Paved,imadol,6,8
Kathmandu,235000000,0,0,7,2,20,Paved,ason,2,88
Kathmandu,750000,0,0,3,4,13,Soil Stabilized,baluwa gaabisa,0,8
Kathmandu,25000000,0,0,4,3,13,Soil Stabilized,hadigaun,5,8
Kathmandu,31800000,10,0,3,5.1,14,Paved,sukedhara,6,8
Kathmandu,2500000,0,0,3,9,15,Soil Stabilized,hattigauda,0,8
Kathmandu,27500000,0,0,3,4,13,Gravelled,sukedhara,0,8
Kathmandu,235000000,0,0,3,4,10,Gravelled,joranku,0,8
Lalitpur,235000000,0,0,3,6,20,Soil Stabilized,lalitpur,0,8
Kathmandu,26000000,0,0,3,4.1,15,Paved,tokha,6,8
Kathmandu,9500000,4,0,3,4,15,Soil Stabilized,satungal,4,8
Kathmandu,15000000,0,0,3,3,13,Paved,kapan,6,8
Kathmandu,43000,4,3,3,5.843681519,15,Paved,budhanilkantha,5,8
Kathmandu,150000000,0,0,3.5,6.5,20,Soil Stabilized,next to nmb bank,7,17
Kathmandu,42500000,5,4,3,5.5,20,Soil Stabilized,budhanilkantha,6,8
Lalitpur,30000,0,0,3,2.337472608,15,Paved,cancer hospital,7,8
Bhaktapur,1675000,0,0,3,4.125,31,Soil Stabilized,suryabinayak,0,8
Kathmandu,6000000,0,0,3,2.045288532,15,Paved,kalimati,0,8
Kathmandu,60000000,0,0,3,9,13,Soil Stabilized,tokha,5,8
Kathmandu,40000000,0,0,2.5,6.1,20,Paved,kathmandu,0,8
Kathmandu,29500000,0,0,3,3.75,0,Soil Stabilized,kalimati,0,8
Kathmandu,19000000,3,2,2,3.1,24,Paved,sukedhara,6,8
Kathmandu,7500000,0,0,3,12.5,18,Gravelled,thapathali,0,8
Kathmandu,32500000,4,3,3,5.5,16,Gravelled,basundhara,6,8
Lalitpur,44500000,5,5,3,6.5,16,Gravelled,bhaisepati,0,8
Kathmandu,32000000,5,4,3,5,15,Gravelled,hattigauda,7,8
Kathmandu,26000000,5,3,3,4.3,12,Paved,basundhara,7,8
Kathmandu,9500000,4,2,2,3.2,15,Soil Stabilized,nagdhunga,6,8
Kathmandu,25000000,6,4,3,5,13,Paved,sitapaila,6,8
Kathmandu,17500000,5,2,3,4,16,Paved,thankot,6,8
Kathmandu,100000,1,1,4,4,16,Soil Stabilized,chabahil,8,12
Lalitpur,19900,2,1,3,5,20,Paved,sanepa,1,8
Lalitpur,2200000,0,1,4,2.92184076,14,Paved,kupondole,0,8
Kathmandu,6500000,3,1,1,2.5,10,Soil Stabilized,rangasala,4,8
Kathmandu,850000,0,0,3,4.3,13,Soil Stabilized,swayambhu,0,8
Kathmandu,1350000,0,0,3,12,14,Soil Stabilized,dakshinkali-1,1,8
Kathmandu,12500000,3,1,1,3,13,Gravelled,kadaghari,0,8
Kathmandu,15000,2,1,3,4,8,Soil Stabilized,mulpani,0,7
Kathmandu,6000000,0,0,3,4.5,13,Soil Stabilized,sankhamul,0,8
Kathmandu,70000000,7,5,3,15,12,Paved,maharajgunj,7,23
Bhaktapur,1700000,0,0,3,2.337472608,13,Paved,gatthaghar,0,8
Lalitpur,14200000,2,1,1,3.5,20,Gravelled,imadol,0,8
Kathmandu,1000000,0,0,3,2.045288532,13,Paved,koteshwor,0,8
Kathmandu,2500000,0,0,3,4.5,20,Gravelled,budhanilkantha,0,8
Kathmandu,2800000,0,0,3,4.875,13,Paved,budhanilkantha,0,8
Lalitpur,1400000,0,0,3,7,23,Soil Stabilized,thecho,0,8
Kathmandu,235000000,0,0,3,8.25,12,Paved,sitapaila,0,8
Kathmandu,30000000,0,0,3,6,10,Soil Stabilized,lazimpat,5,8
Kathmandu,12800000,2,1,1,3.2,12,Gravelled,budhanilkantha,5,7
Kathmandu,25000000,0,0,3,5.5,13,Soil Stabilized,manamaiju,5,8
Kathmandu,12500000,0,0,1,3.25,10,Soil Stabilized,gongabu,4,8
Kathmandu,4500000,0,0,3,5,15,Soil Stabilized,gongabu,0,8
Kathmandu,23000000,0,0,3,4,12,Soil Stabilized,dhungedhara,5,8
Kathmandu,15000000,0,0,3,2,20,Soil Stabilized,chandol,2,8
Kathmandu,25000000,0,0,3,4,13,Soil Stabilized,budhanilkantha,5,8
Pokhara,2300000,0,0,3,5,15,Paved,near to ward 11 office,0,8
Pokhara,235000000,9,10,3,4,20,Gravelled,lekhnath,11,8
Kathmandu,4500000,0,0,3,9.5625,16,Soil Stabilized,balaju,0,8
Kathmandu,39000000,9,4,5,3,36.08924,Soil Stabilized,jorpati,5,8
Bhaktapur,235000000,0,0,3,4,13,Gravelled,bhaktapur,0,6
Kathmandu,1650000,0,0,3,5.2,20,Soil Stabilized,nayapati gumba,0,8
Lalitpur,20500000,0,0,3,4,10,Gravelled,nakhipot,7,8
Kathmandu,2100000,0,0,3,4.2,13,Soil Stabilized,jorpati,0,8
Kathmandu,2100000,0,0,3,4,13,Gravelled,jorpati,0,8
Kathmandu,27500000,10,3,3,4.25,13,Paved,budhanilkantha,9,6
Kathmandu,1650000,0,0,3,4,13,Soil Stabilized,thali,0,8
Kathmandu,22835000,4,3,3,5,20,Soil Stabilized,balkhu,5,8
Kathmandu,16500000,9,3,3,3,10,Gravelled,jorpati,7,8
Kathmandu,2100000,0,0,3,4,13,Soil Stabilized,panchkanyaa school,0,8
Kathmandu,1600000,0,0,3,4,12,Gravelled,manakamana mandir,0,8
Kathmandu,32000000,5,4,3,5.25,13,Paved,budhanilkantha,13,6
Lalitpur,42000000,6,5,4,11,0,Paved,dhapakhel,15,14
Lalitpur,50000,3,2,2,4.5,25,Paved,kupondole,2,67
Kathmandu,66000000,0,0,3,8.3,40,Paved,budhanilkantha,6,8
Lalitpur,1850000,0,0,3,4,20,Soil Stabilized,thaiba,0,8
Kathmandu,1200000,0,0,3,4,20,Soil Stabilized,chandragiri,0,8
Kathmandu,17000000,4,3,3,3.1,13,Paved,dhapasi,7,8
Kathmandu,13000000,3,3,2,3.2,13,Paved,budhanilkantha,0,8
Bhaktapur,1500000,0,0,3,5.5,20,Paved,nagarkot,0,8
Bhaktapur,19500000,10,0,4,3.5,20,Soil Stabilized,kausaltar,6,8
Kathmandu,2900000,0,0,3,3.5,10,Gravelled,vens school,0,8
Kathmandu,4500000,0,0,3,9.5625,16,Paved,balaju,0,8
Bhaktapur,1000000,0,0,3,15,12,Soil Stabilized,bhaktapur,0,8
Kathmandu,1100000,0,0,3,14,8,Soil Stabilized,chandragiri,0,8
Kathmandu,55000000,2,3,3,9.934258583,0,Soil Stabilized,kamalpokhari,10,8
Lalitpur,2250000,0,0,3,4,13,Soil Stabilized,mahalaxmi nagarpalika,0,8
Kathmandu,22500000,3,4,3,5.200876552,20,Soil Stabilized,chandol,8,8
Kathmandu,30000000,3,3,3,4.032140248,36.08924,Soil Stabilized,panipokhari,6,8
Kathmandu,20000000,3,3,3,4.38276114,0,Soil Stabilized,swayambhu,4,8
Kathmandu,6500000,0,0,3,5,20,Paved,minbhawan,0,8
Kathmandu,6700000,0,0,3,12,12,Soil Stabilized,naya bazar,0,8
Kathmandu,2500000,0,0,3,12,13,Soil Stabilized,pasikot,0,8
Lalitpur,2600000,0,0,3,12,26,Soil Stabilized,mahalaxmisthan,0,8
Lalitpur,2600000,0,0,3,5,13,Soil Stabilized,bhaisepati,0,8
Kathmandu,65000000,5,6,3,12,13,Soil Stabilized,maligaon,0,8
Kathmandu,28000000,6,4,3,6.5,13,Soil Stabilized,makalbari,0,8
Kathmandu,23000000,4,3,3,5.625,20,Soil Stabilized,sitapaila,5,8
Lalitpur,35000000,5,4,3,3,20,Soil Stabilized,jhamsikhel,6,8
Lalitpur,70000000,5,5,3,10,13,Soil Stabilized,bhaisepati,21,8
Kathmandu,80000000,6,7,3,14.75,13,Soil Stabilized,hattigauda,0,8
Lalitpur,22500000,7,4,3,3.3,13,Soil Stabilized,imadol,0,8
Lalitpur,60000000,5,5,3,10,20,Soil Stabilized,khumaltar,6,8
Pokhara,170000000,5,8,3,32,26.24672,Soil Stabilized,pokhara,6,8
Kathmandu,22700000,5,2,3,3.5,12,Gravelled,thulo bharyang,6,8
Kathmandu,19800000,9,0,3,3.5,12,Gravelled,basundhara,6,8
Kathmandu,33500000,7,3,3,6,14,Soil Stabilized,raniban,6,8
Kathmandu,52500000,0,0,3,5,0,Soil Stabilized,baneshwor,7,8
Lalitpur,15100000,0,0,2,3.2,0,Soil Stabilized,nakhipot,5,8
Kathmandu,25000000,6,4,3,4.5,13,Soil Stabilized,budhanilkantha,6,8
Kathmandu,17000000,4,4,3,3.1,0,Soil Stabilized,sitapaila,6,8
Lalitpur,1700000,0,0,3,3.506208912,0,Soil Stabilized,imadol,0,8
Kathmandu,3500000,0,0,3,2.92184076,0,Soil Stabilized,jorpati,0,8
Kathmandu,25500000,5,2,3,3.3125,0,Soil Stabilized,samakhusi,6,8
Kathmandu,22500000,0,0,3,3.5,0,Soil Stabilized,gongabu,6,8
Kathmandu,34500000,10,0,3,4.2,19.68504,Soil Stabilized,samakhusi,7,8
Kathmandu,2100000,0,0,3,6,22,Soil Stabilized,kirtipur,0,8
Kathmandu,15000,0,0,1,6.948137327,42,Paved,jamal,0,8
Bhaktapur,2500000,0,0,3,10.875,20,Soil Stabilized,bode,0,8
Kathmandu,4000000,0,0,3,5,20,Soil Stabilized,kalanki,0,8
Kathmandu,50000,3,2,3,4,0,Soil Stabilized,sanobharyang,5,8
Kathmandu,1300000,0,0,3,2.337472608,0,Soil Stabilized,koteshwor,1,8
Kathmandu,650000,0,0,3,2.92184076,0,Soil Stabilized,samakhusi,0,8
Kathmandu,450000,0,0,3,3.506208912,0,Soil Stabilized,kalopul,0,8
Kathmandu,52500000,5,4,3,15,13,Gravelled,sukedhara,9,8
Kathmandu,2100000,0,0,3,3,20,Soil Stabilized,kadaghari,0,8
Kathmandu,6000000,0,0,3,4.38276114,0,Soil Stabilized,old baneshwor,2,8
Lalitpur,5860000,0,0,3,4.1875,26.24672,Gravelled,lubhu,0,8
Kathmandu,60000,2,1,3,3.506208912,0,Soil Stabilized,thamel,5,8
Lalitpur,40000,2,2,3,2.629656684,0,Soil Stabilized,dhobighat,6,8
Kathmandu,40000,3,1,3,3.506208912,0,Soil Stabilized,lazimpat,0,8
Kathmandu,3400000,0,0,3,7,20,Soil Stabilized,narephate,0,8
Kathmandu,20500000,7,5,3,5,14,Gravelled,balambu,8,8
Kathmandu,5700000,0,0,3,5.5,24,Soil Stabilized,chandol,0,8
Lalitpur,39077000,4,4,3,8.5,16,Paved,bhaisepati,7,6
Lalitpur,37500000,6,5,4,5,13,Soil Stabilized,khumaltar,0,8
Lalitpur,25000,2,1,3,2.337472608,13,Gravelled,pulchowk,3,8
Kathmandu,31000000,8,3,4,4,14,Gravelled,chundevi,6,8
Lalitpur,27000000,5,3,3,3.375,22,Paved,ekantakuna,5,8
Lalitpur,22000,2,1,1,6,13,Soil Stabilized,satdobato,2,8
Lalitpur,21500000,0,0,3,4.5,10,Soil Stabilized,dhapakhel,5,8
Bhaktapur,25500000,0,0,4,5,10,Soil Stabilized,lokanthali,5,8
Kathmandu,45000,4,4,3,3.5,19.68504,Soil Stabilized,mulpani,6,8
Kathmandu,85000,3,3,3,8,12,Soil Stabilized,old baneshwor,6,8
Kathmandu,2400000,0,0,3,6,20,Gravelled,budhanilkantha,0,8
Lalitpur,40000000,4,2,3,8,20,Soil Stabilized,dhobighat,6,8
Kathmandu,3300000,0,0,3,10,10,Paved,samakhusi,0,8
Kathmandu,20000000,0,0,3,4.2,12,Gravelled,kapan,7,8
Kathmandu,32500000,0,0,3,6.875,13,Gravelled,tokha,6,8
Kathmandu,100000,5,2,3,8,15,Soil Stabilized,maharajgunj,5,8
Lalitpur,70000,6,4,3,3.5,13,Soil Stabilized,nakkhu,6,8
Kathmandu,45000000,0,0,3,8,20,Gravelled,budhanilkantha,6,8
Lalitpur,100000,0,0,3,8,13,Soil Stabilized,nakhipot,6,8
Kathmandu,21500000,4,3,3,4,13.12336,Paved,budhanilkantha,5,8
Kathmandu,1200000,0,0,3,11,13,Soil Stabilized,budhanilkantha,0,8
Lalitpur,125000,4,3,3,6.135865595,13,Soil Stabilized,kumaripati,6,8
Lalitpur,150000,3,4,2,8,0,Soil Stabilized,sanepa,6,8
Lalitpur,55000,5,2,3,3.5,13,Soil Stabilized,bhaisepati,5,8
Kathmandu,3300000,0,0,3,4,20,Soil Stabilized,maharajgunj,0,8
Kathmandu,150000,5,5,3,7,15,Soil Stabilized,baluwatar,6,8
Kathmandu,70000000,0,0,3,16,20,Paved,bhairav,7,8
Lalitpur,200000,5,5,3,5.5,15,Soil Stabilized,bhaisepati,8,8
Kathmandu,47500000,0,0,3,8,16,Gravelled,budhanilkantha,7,8
Lalitpur,150000,5,4,3,13,13,Soil Stabilized,bhaisepati,6,8
Lalitpur,180000,0,0,3,15,15,Soil Stabilized,dhobighat,6,8
Kathmandu,25000000,3,3,3,5.259313367,0,Soil Stabilized,baluwatar,6,8
Kathmandu,45000000,4,4,3,10.81081081,0,Soil Stabilized,bishal nagar,4,8
Kathmandu,45000000,4,4,3,10.81081081,0,Soil Stabilized,bishal nagar,4,8
Kathmandu,35000000,3,3,3,7.158509861,0,Soil Stabilized,kamalpokhari,6,8
Kathmandu,11400000,0,0,1,3,13,Gravelled,jorpati,5,8
Kathmandu,11400000,0,0,3,2.5625,10,Soil Stabilized,gopikrishna flim hall,6,8
Kathmandu,1750000,0,0,3,3,32,Soil Stabilized,silvershine school,0,8
Kathmandu,4800000,0,0,3,8,15,Soil Stabilized,baluwatar,0,8
Kathmandu,12000000,4,0,1,3.2,12,Soil Stabilized,jorpati,0,8
Bhaktapur,366666,0,0,3,3,13,Soil Stabilized,changunarayan,0,8
Kathmandu,180000000,0,0,3,48,13,Soil Stabilized,maharajgunj,9,8
Kathmandu,1500000,0,0,3,3.8125,20,Soil Stabilized,chovar,0,8
Kathmandu,2700000,0,0,3,4.2,12,Soil Stabilized,budhanilkantha,0,8
Bhaktapur,1050000,0,0,3,14,20,Soil Stabilized,bhaktapur,0,8
Lalitpur,14500000,10,0,3,3.1,10,Soil Stabilized,tikathali,6,8
Kathmandu,36500000,3,4,3,4,13,Soil Stabilized,maharajgunj,6,8
Kathmandu,220000,2,3,3,11.97954711,0,Soil Stabilized,lazimpat,6,8
Kathmandu,1300000,0,0,3,4,8,Soil Stabilized,kapan,0,8
Kathmandu,2000000,0,0,3,9,16,Paved,bhangal,0,8
Kathmandu,1400000,0,0,3,4,10,Soil Stabilized,sankhu,0,8
Kathmandu,24000000,7,0,3,4,16,Soil Stabilized,kapan,6,8
Kathmandu,20400000,11,0,3,4,20,Paved,kapan,6,8
Pokhara,27000000,0,0,2,4.5,20,Soil Stabilized,pokhara,0,8
Pokhara,30000000,0,0,3,4,20,Soil Stabilized,ram bazar,0,8
Pokhara,35000000,0,0,4,7,15,Soil Stabilized,pokhara,0,8
Kathmandu,700000,0,0,3,4.2,32,Soil Stabilized,kapan,0,8
Lalitpur,1400000,0,0,3,4.9375,13,Soil Stabilized,sunakothi,0,8
Kathmandu,35700000,0,0,3,8.5,12,Soil Stabilized,shantinagar,0,8
Kathmandu,1100000,0,0,3,3.2,20,Soil Stabilized,kapan,0,8
Kathmandu,16000000,7,6,5,3.1,14,Gravelled,mulpani,7,8
Kathmandu,2700000,0,0,3,4,20,Soil Stabilized,kapan,0,8
Lalitpur,9000000,4,1,1,3.2,10,Soil Stabilized,tikathali,2,8
Kathmandu,13000000,2,1,3,4,15,Soil Stabilized,tokha,4,8
Kathmandu,1800000,0,0,3,6,26,Soil Stabilized,tarkeshwor,0,8
Kathmandu,1600000,0,0,3,4,26,Soil Stabilized,tarkeshwor,0,8
Pokhara,25000000,0,0,3,5,20,Gravelled,ram bazar,5,8
Kathmandu,45000,3,4,3,3.6,20,Soil Stabilized,bafal,6,8
Bhaktapur,1800000,0,0,3,3.2,20,Soil Stabilized,dadikot,0,8
Kathmandu,19500000,3,3,3,2.75,12,Paved,basundhara,7,7
Kathmandu,17000000,4,3,3,3.2,13,Paved,kapan,5,8
Kathmandu,100000,6,4,3,14,13,Soil Stabilized,balaju,5,8
Kathmandu,150000,4,4,3,10,14,Soil Stabilized,sanobharyang,7,8
Kathmandu,38000000,10,0,3,7,10,Soil Stabilized,dhumbarahi,5,8
Lalitpur,130000,5,3,3,8,13.12336,Soil Stabilized,bhaisepati,7,8
Kathmandu,110000,4,4,3,12,12,Soil Stabilized,sukedhara,7,8
Kathmandu,25000,0,0,3,4,0,Soil Stabilized,teku,1,8
Kathmandu,20000000,1,1,3,3.5,13,Soil Stabilized,kathmandu,7,7
Lalitpur,25000000,3,3,2,5.5,0,Soil Stabilized,thaiba,9,8
Lalitpur,120000,5,3,3,11.5,20,Soil Stabilized,bhaisepati,7,8
Lalitpur,160000,4,6,3,7.304601899,15,Soil Stabilized,bakhundol,6,8
Nawalparasi,260000,0,0,3,5,20,Gravelled,nawalparasi,0,8
Kathmandu,270000,14,6,3,13,20,Soil Stabilized,tinkune,4,8
Lalitpur,144000,3,4,3,3.75,15,Soil Stabilized,sanepa,7,8
Lalitpur,80000,5,4,3,5,13,Soil Stabilized,hattiban,4,8
Kathmandu,125000,0,5,3,4.5,13,Soil Stabilized,hadigaun,4,8
Kathmandu,200000,7,5,3,7,13,Soil Stabilized,naxal,0,8
Lalitpur,125000,21,18,3,6.5,12,Soil Stabilized,sanepa,6,8
Kathmandu,17500000,6,2,3,3.5,12,Soil Stabilized,pasikot,5,8
Kathmandu,4400000,0,0,3,3.375,12,Soil Stabilized,samakhusi,0,8
Kathmandu,25000000,4,3,3,4,13,Soil Stabilized,bhangal,6,8
Kathmandu,59900000,5,0,3,16,26,Gravelled,golfutar,11,8
Kathmandu,29900000,10,0,3,4.1,0,Soil Stabilized,budhanilkantha,6,8
Kathmandu,4200000,0,0,3,8,13,Soil Stabilized,dhumbarahi,0,8
Kathmandu,55000000,0,0,2,8.2,24,Gravelled,baneshwor,7,8
