City,Price,Bedroom,Bathroom,Floors,Area,Road_Width,Road_Type,Neighborhood,Amenities_Count,Property_Age
Lalitpur,11000000,2,1,1.5,3,13,Gravelled,tikathali,5,6
Bhaktapur,1500000,0,0,3,6,12,Soil Stabilized,changunarayan,0,8
Lalitpur,50000,4,4,3,4,12,Paved,bhaisepati,3,63
Lalitpur,400000,0,5,5,9,3.28084,Gravelled,lalitpur,5,81
Kathmandu,4500000,0,0,3,4,16,Paved,golfutar,0,8
Kathmandu,4600000,0,0,3,5.25,13,Paved,golfutar,0,8
Kathmandu,23000000,5,5,3,4,13,Gravelled,bhangal,1,9
Kathmandu,60000000,5,6,4,5.5,13,Paved,baluwatar,1,6
Kathmandu,25500000,7,4,3,4,14,Paved,basundhara,17,8
Kathmandu,55000000,5,4,2,7,14,Paved,samakhusi,22,8
Lalitpur,22200000,4,5,3,3.25,0,Soil Stabilized,nakhipot,0,63
Kathmandu,55000000,5,6,3,7,14,Paved,samakhusi,1,9
Kathmandu,25500000,7,6,4,3.75,14,Paved,basundhara,1,7
Kathmandu,2700000,0,0,3,5,15,Gravelled,near krishna mandir,0,8
Kathmandu,27500000,6,3,2,4,15,Paved,mandikatar,17,6
Kathmandu,63000000,5,4,2,10,16,Paved,50 meters from main highway.,23,8
Kathmandu,3500000,0,0,3,10,14,Paved,budhanilkantha,0,8
Kathmandu,34500000,6,4,3,6,30,Paved,rudreshwor,17,6
Kathmandu,38000000,0,3,2,9,16,Paved,taulung.,14,6
Lalitpur,12000000,4,1,1.5,5.25,4,Paved,imadol,5,8
Lalitpur,12500000,2,1,1,3,13,Soil Stabilized,tikathali,0,63
Lalitpur,130000,2,1,1,3,15,Soil Stabilized,tikathali,3,63
Kathmandu,60000,0,0,3,5,13,Paved,samakhusi,0,8
Lalitpur,23500000,4,4,3,3.75,13,Paved,imadol,13,66
Kathmandu,60000,4,3,3,10,20,Paved,dhapasi,3,72
Lalitpur,27000000,6,4,3,3.5,13,Paved,imadol,5,8
Kathmandu,15200000,4,2,3,3.915266618,20,Paved,pepsicola,14,8
Kathmandu,2650000,0,0,3,3.3,20,Gravelled,chapali,0,8
Kathmandu,235000000,5,5,3,3,13,Gravelled,sano bharyang,1,6
Kathmandu,27600000,7,6,3,4,13,Gravelled,mandikatar,3,6
Kathmandu,70000000,5,4,3,22,16,Paved,budhanilkantha,24,8
Kathmandu,22500000,4,3,2,3,15,Paved,banasthali,11,6
Kathmandu,23500000,0,3,2,3,16,Paved,swayambhu,17,6
Kathmandu,15000,5,5,3,3,14,Gravelled,dhungedhara,1,6
Kathmandu,70000000,6,7,3,22,15,Paved,budhanilkantha,2,14
Kathmandu,235000000,5,5,3,4.5,15,Paved,chabahil,2,7
Kathmandu,160000000,10,10,4,21,20,Paved,budhanilkantha,1,6
Kathmandu,42500000,6,6,3,6,15,Paved,baluwatar,2,8
Kathmandu,18000000,5,5,3,3.1,13,Gravelled,budhanilkantha,1,6
Kathmandu,27500000,6,6,3,4,14,Gravelled,bhangal,1,6
Kathmandu,33000000,5,3,2.5,5,15,Paved,shantinagar,14,8
Kathmandu,145000000,5,6,3,20,18,Paved,budhanilkantha,8,6
Lalitpur,21000000,4,5,2.5,4,20,Gravelled,imadol,11,6
Lalitpur,28500000,5,4,3,4.8125,13,Paved,bhaisepati,15,9
Kathmandu,17500000,4,2,3,5,20,Soil Stabilized,ramkot,0,8
Kathmandu,15500000,4,2,2,4,0,Soil Stabilized,ramkot,0,8
Kathmandu,15500000,4,2,3,4,20,Soil Stabilized,ramkot,0,8
Kathmandu,3200000,0,0,3,10,13,Paved,budhanilkantha,0,8
Kathmandu,3000000,0,0,3,3,20,Paved,basbari,0,8
Kathmandu,2300000,0,0,3,5.5,13,Soil Stabilized,budhanilkantha,0,8
Kathmandu,2000000,0,0,3,4.090577064,20,Paved,chabahil,11,8
Kathmandu,42000000,7,6,3,8.5,13,Gravelled,chapali,7,6
Kathmandu,300000,18,4,5,4,18,Paved,paknajol,4,37
Kathmandu,4000000,0,0,3,5,13,Paved,pepsicola,0,8
Lalitpur,30000,2,1,3,2.3082542,36.08924,Paved,dhapakhel,11,8
Lalitpur,19000000,4,3,3,3.25,0,Paved,imadol,0,6
Lalitpur,21000000,3,2,2.5,3.0625,13,Paved,gwarko,17,8
Lalitpur,50000,3,2,9,3.678597516,20,Paved,balkumari,20,8
Kathmandu,200000,0,0,3,10,20,Paved,naxal,0,8
Kathmandu,15000,0,0,3,10,16,Paved,naxal,4,8
Kathmandu,100000,3,4,2,4,15,Paved,budhanilkantha,6,8
Kathmandu,350000,0,0,5,8,15,Paved,ratopul,3,8
Kathmandu,3000000,0,0,3,4.25,15,Soil Stabilized,soltimode,0,8
Kathmandu,200000,4,3,3,8,15,Paved,sinamangal,4,8
Kathmandu,3000000,0,0,3,5.2,15,Paved,boudha,0,8
Kathmandu,150000,0,0,5,3,0,Soil Stabilized,boudha,4,8
Kathmandu,120000,12,0,3,3,15,Paved,thamel,4,8
Kathmandu,130000,12,0,3,6,16,Paved,maharajgunj,2,8
Kathmandu,150000,8,3,3,4,16,Soil Stabilized,lazimpat,4,8
Kathmandu,2500000,0,0,3,4,15,Gravelled,budhanilkantha,0,8
Kathmandu,150000,4,4,3,6,16,Soil Stabilized,basbari,5,8
Kathmandu,85000000,7,8,3,14,14,Paved,basundhara,15,15
Kathmandu,13000000,0,0,3,10,13,Gravelled,ramkot,0,8
Kathmandu,1050000,0,0,3,4,13,Gravelled,dahachowk,0,8
Kathmandu,80000,13,0,4,4,13,Soil Stabilized,gongabu,0,8
Kathmandu,370000,17,17,4,6,20,Paved,khusibu,2,6
Kathmandu,2600000,0,0,3,4,22,Paved,budhanilkantha,0,8
Kathmandu,150000,4,4,3,7,13,Soil Stabilized,lazimpat,9,8
Kathmandu,17000000,8,3,10,3.5,10,Soil Stabilized,kapan,0,8
Kathmandu,18500000,3,3,2.5,3,14,Gravelled,gothatar,13,7
Kathmandu,3200000,0,0,3,7,13,Soil Stabilized,budhanilkantha,0,8
Kathmandu,17000000,4,5,3,3,16,Gravelled,kapan,1,6
Kathmandu,32500000,8,6,3,4,20,Paved,mandikatar,4,6
Kathmandu,29800000,5,5,3,4,15,Paved,budhanilkantha,8,6
Kathmandu,29900000,7,6,3,5,20,Paved,budhanilkantha,10,63
Kathmandu,49000000,6,6,3,5.3,14,Paved,basundhara,0,8
Kathmandu,29900000,5,3,2.5,3,10,Paved,buddhanagar,13,6
Kathmandu,21000000,6,6,3,3,13,Paved,tokha,1,8
Kathmandu,100000000,6,6,3,19,13,Paved,golfutar,17,13
Kathmandu,33500000,6,6,3,4,14,Paved,tokha,4,6
Kathmandu,28500000,5,5,3,4,15,Gravelled,hattigauda,5,6
Kathmandu,50000000,5,5,3,11,16,Paved,basundhara,4,11
Kathmandu,35000000,5,5,3,5,20,Paved,naya bazar,6,13
Kathmandu,49000000,5,5,3,8.5,13,Gravelled,budhanilkantha,15,6
Kathmandu,39000000,5,5,3,7,15,Paved,thulo bharyang,10,12
Kathmandu,29000000,6,6,3,4,13,Paved,tokha,6,8
Kathmandu,44500000,5,5,3,5,16,Paved,budhanilkantha,7,6
Kathmandu,5500000,0,0,3,5,15,Paved,maharajgunj,0,8
Kathmandu,3700000,0,0,3,8,16,Paved,golfutar,0,8
Kathmandu,29800000,5,5,3,4.1,16,Paved,basundhara,7,8
Kathmandu,2000000,0,0,3,3.4375,12,Gravelled,kalanki,0,8
Lalitpur,45000000,3,2,13,5.259313367,20,Paved,sanepa,28,67
Lalitpur,15000,2,1,3,2.045288532,14,Gravelled,imadol,4,7
Kathmandu,38700000,6,5,3,4,15,Paved,bhimsengola,14,6
Kathmandu,39000000,6,5,3,4,13,Paved,old baneshwor,0,63
Lalitpur,1200000,0,0,3,3.3,20,Soil Stabilized,dhapakhel,0,8
Kathmandu,15000000,4,2,1.5,4.75,18,Paved,syuchatar,16,10
Kathmandu,155000000,9,6,5.5,14.5,20,Paved,thulo bharyang,18,7
Kathmandu,32500000,4,3,2,5.75,11,Paved,tinkune,11,8
Lalitpur,90000000,4,2,2.5,20,16,Paved,dhobighat,21,8
Kathmandu,15000,2,1,3,3,13,Gravelled,kathmandu,9,63
Lalitpur,150000,5,3,3,10,55.77428,Paved,hattiban,7,70
Kathmandu,4500000,0,0,3,6,15,Paved,chabahil,0,8
Kathmandu,21000000,6,5,2.5,4,14,Paved,sitapaila,14,8
Lalitpur,21500000,5,3,2.5,3.25,20,Paved,imadol,13,6
Lalitpur,22500000,6,3,2.5,3.5,20,Paved,imadol,12,6
Kathmandu,35000000,4,4,2,7,20,Gravelled,budhanilkantha,24,8
Kathmandu,60000000,5,4,2,14,16,Paved,mandikatar,21,8
Kathmandu,75000000,0,4,2,11,18,Paved,inside ring road,20,8
Kathmandu,36500000,4,3,2,5,15,Gravelled,shree tol,20,6
Kathmandu,37500000,4,3,2,5,15,Paved,near highway,21,8
Kathmandu,3500000,0,0,3,6,20,Paved,budhanilkantha,0,8
Kathmandu,24000000,4,3,2,4,14,Paved,budhanilkantha,21,6
Kathmandu,110000000,4,4,3,16,16,Paved,chapali,25,8
Kathmandu,55000000,4,3,3,5,15,Paved,hadigaun,24,8
Kathmandu,29500000,4,3,2,4,13,Paved,tokha,21,6
Kathmandu,45000000,4,4,3,7,16,Paved,budhanilkantha,22,8
Kathmandu,80000000,0,4,3,21,16,Paved,800 m from main highway,21,8
Kathmandu,35000000,4,4,2,5,15,Paved,dhapasi,21,8
Kathmandu,57500000,4,4,2,12,16,Paved,chapali,21,8
Kathmandu,235000000,4,4,3,52,20,Paved,150 mtr from ring road.,25,8
Kathmandu,55000000,4,4,2,9,20,Paved,golfutar.,22,8
Kathmandu,67500000,4,4,3,9,20,Paved,maharajgunj,22,8
Kathmandu,55000000,4,3,2,8,14,Paved,maharajgunj,22,8
Kathmandu,35000000,6,3,2,5,15,Paved,only 150 meters from ring road,19,6
Kathmandu,36000000,5,4,2,6,15,Paved,100 mtrs from main road,22,8
Kathmandu,26000000,4,3,2,4,14,Paved,kapan,15,6
Kathmandu,47500000,5,4,2,9,16,Paved,hepali height,20,8
Kathmandu,18200000,5,5,3,3.2,13,Paved,kapan,4,6
Kathmandu,200000,13,5,3.5,10,16,Paved,bishal nagar,12,8
Kathmandu,26000000,6,5,3,4,14,Paved,kapan,5,6
Kathmandu,39000000,5,5,3,7,14,Paved,swayambhu,6,12
Kathmandu,2300000,0,0,3,5.1,12,Soil Stabilized,sitapaila,0,8
Kathmandu,120000,4,4,2,8,14,Paved,mandikatar,4,8
Kathmandu,33500000,5,5,3,5.5,13,Gravelled,hattigauda,8,6
Kathmandu,39900000,5,6,3,7,14,Paved,basundhara,4,13
Lalitpur,18000000,3,2,4,3.678597516,0,Soil Stabilized,balkumari,23,8
Kathmandu,32500000,8,7,4,4,20,Paved,mandikatar,3,6
Kathmandu,29000000,5,5,3,5,14,Gravelled,budhanilkantha,5,7
Kathmandu,2600000,0,0,3,4,15,Soil Stabilized,tokha,0,8
Kathmandu,36000000,5,5,3,6,13,Paved,budhanilkantha,5,12
Kathmandu,47500000,4,5,3,9,15,Soil Stabilized,golfutar,10,12
Kathmandu,28000000,0,0,3,4,12,Paved,gongabu,5,8
Lalitpur,15000000,5,3,2.5,2.5,13,Gravelled,imadol,14,6
Lalitpur,20000000,6,3,2.5,3.5,13,Gravelled,imadol,13,6
Kathmandu,23000000,6,5,3,3.5,13,Gravelled,samakhusi,3,6
Lalitpur,18500000,5,2,2.5,3.5,13,Gravelled,imadol,13,6
Kathmandu,24500000,6,5,3,4,22,Gravelled,hattigauda,4,6
Kathmandu,23800000,6,6,3,4,18,Paved,bhangal,5,6
Kathmandu,39000000,6,6,3,6.5,15,Soil Stabilized,grande villa,9,6
Kathmandu,31000000,5,5,3,4.5,14,Paved,budhanilkantha,7,6
Kathmandu,29000000,6,5,3,4,13,Gravelled,tokha,3,6
Kathmandu,25000000,6,5,3,3.5,13,Gravelled,grande villa,4,6
Kathmandu,56000000,5,5,3,8,15,Paved,maharajgunj,7,11
Kathmandu,67500000,5,5,3,9,20,Paved,maharajgunj,14,12
Kathmandu,4000000,0,0,3,11,13,Paved,hattigauda,0,8
Kathmandu,3500000,0,0,3,6,15,Soil Stabilized,budhanilkantha,0,8
Kathmandu,37500000,6,6,3,3.75,13,Paved,samakhusi,2,6
Kathmandu,4200000,0,0,3,8,13,Paved,budhanilkantha,0,8
Kathmandu,35000000,6,5,3,4.75,13,Paved,samakhusi,5,6
Lalitpur,22000000,5,3,2.5,3.5,20,Gravelled,imadol,14,6
Lalitpur,19500000,5,3,2.5,3.5,13,Gravelled,buddha colony,15,6
Lalitpur,17000000,5,3,2.5,3.5,20,Paved,lubhu,4,8
Lalitpur,17500000,6,4,2.5,3.125,16,Gravelled,imadol,13,6
Kathmandu,4500000,0,0,3,12,15,Paved,mhepi,0,8
Lalitpur,17500000,5,3,2.5,3.125,13,Gravelled,imadol,12,6
Kathmandu,22000000,0,0,3,3.25,20,Paved,manamaiju,0,8
Kathmandu,25000,2,1,3,5,0,Soil Stabilized,budhanilkantha,1,8
Kathmandu,22000000,11,3,2.5,6,11,Gravelled,naikap,3,9
Lalitpur,19000000,4,3,3,3.5,0,Soil Stabilized,imadol,0,6
Kathmandu,1950000,0,0,3,3.25,12,Soil Stabilized,swayambhu,1,8
Kathmandu,120000000,0,0,5,3.5625,30,Paved,putalisadak,2,8
Lalitpur,1600000,0,0,3,5.3125,16,Paved,lubhu,0,8
Kathmandu,22000000,5,2,2.5,2.75,13,Paved,jadibuti.,6,6
Kathmandu,2500000,0,0,3,4.5,13,Soil Stabilized,mulpani,0,8
Lalitpur,3000000,0,0,3,3.8125,13,Gravelled,imadol,0,8
Kathmandu,17500000,5,4,3,3.1,15,Soil Stabilized,nagarjun,15,8
Lalitpur,18000000,4,3,2,3.125,0,Soil Stabilized,imadol,0,6
Kathmandu,34000000,5,4,3,6,14,Soil Stabilized,pepsicola,8,8
Kathmandu,26300000,5,0,3,4,13,Soil Stabilized,kathmandu,3,8
Kathmandu,37000000,6,0,3,5.25,13,Soil Stabilized,kathmandu,3,6
Lalitpur,17000000,4,3,2.5,3.375,13,Gravelled,imadol,6,6
Pokhara,700000,0,0,3,2,0,Soil Stabilized,dam side,0,8
Lalitpur,2400000,0,0,3,3.3125,20,Gravelled,planning,2,8
Lalitpur,17000000,8,3,2.5,3,13,Gravelled,koreran college,3,6
Lalitpur,2800000,0,0,3,3.75,10,Paved,imadol,1,8
Kathmandu,16000000,4,3,3,3,12,Paved,tokha,4,6
Lalitpur,150000,3,3,3,5.843681519,26,Paved,sanepa,21,10
Lalitpur,22000000,10,3,3,3.75,13,Paved,imadol,4,8
Lalitpur,65000,0,0,4,6.375,72.17848,Paved,imadol,0,8
Kathmandu,11500000,2,1,1,4,13,Paved,tarakeshwar,5,9
Lalitpur,19700000,4,4,3,3.5,13,Soil Stabilized,imadol,3,6
Kathmandu,29000000,6,5,3,4,20,Gravelled,baniyatar,2,6
Kathmandu,45000000,6,6,3,8.5,13,Gravelled,hattigauda,7,7
Kathmandu,36000000,4,5,3,7,30,Soil Stabilized,golfutar,9,7
Kathmandu,35500000,5,5,3,5.5,13,Gravelled,hattigauda,8,7
Kathmandu,6100000,0,0,3,3.0625,16,Paved,lainchaur,0,8
Kathmandu,24100000,3,3,3,2.75,13,Paved,ekdhara,6,14
Bhaktapur,15500000,4,2,3,3,13,Gravelled,balkot,4,9
Kathmandu,40000000,5,5,3,7.5,20,Paved,budhanilkantha,5,6
Lalitpur,20000000,3,2,3,3,20,Paved,thaiba,19,12
Lalitpur,18000000,5,3,3,3.1,13,Paved,lalitpur,8,63
Lalitpur,35000000,18,16,3,6.5,12,Gravelled,harisiddhi,8,6
Kathmandu,17000000,0,0,3,3,12,Soil Stabilized,manamaiju,3,8
Lalitpur,15000,0,15,6,14,29.52756,Paved,lagankhel,6,63
Kathmandu,26000000,4,3,2.5,3.5,13,Paved,gongabu,3,6
Kathmandu,4500000,0,0,3,5.5,12,Paved,koteshwor,0,8
Lalitpur,3100000,0,0,3,3.5,7,Paved,nakhipot,0,8
Kathmandu,25500000,5,6,3,3.5,13,Paved,dhapasi,1,6
Kathmandu,68000000,5,5,3,12,15,Paved,chapali,14,6
Kathmandu,21500000,6,5,3,3.5,20,Gravelled,bhangal,3,6
Kathmandu,18200000,6,0,3,3,13,Gravelled,mandikatar,1,6
Kathmandu,80000000,4,4,3,21,14,Paved,pasikot,13,10
Kathmandu,19900000,6,5,3,3.1,12,Paved,bhangal,2,6
Kathmandu,72000000,5,5,3,17,15,Paved,dhapasi,0,12
Kathmandu,60000000,5,5,3,6,13,Paved,baluwatar,9,6
Kathmandu,57500000,6,5,3,12,15,Paved,budhanilkantha,16,7
Kathmandu,66000000,5,5,3,14,20,Paved,dhapasi,21,11
Kathmandu,29900000,7,5,3,4,13,Paved,ekatabasti,8,6
Kathmandu,29900000,7,7,3,4,13,Paved,ekatabasti,10,6
Kathmandu,33500000,4,4,3,5,20,Paved,dhapasi,9,10
Lalitpur,37500000,5,4,3,4.75,16,Gravelled,hattiban,12,7
Kathmandu,2300000,0,0,3,3.75,12,Soil Stabilized,swayambhu,0,8
Kathmandu,2250000,0,0,3,4,20,Paved,gurujudhara,0,8
Kathmandu,23000000,3,2,3,5.25,20,Soil Stabilized,balkhu,13,8
Kathmandu,20600000,5,3,3,3.1,13,Soil Stabilized,swayambhu,3,6
Kathmandu,26000000,5,3,3,4,26,Paved,kageshwari-manohara,6,67
Kathmandu,65000000,5,5,3,8,20,Paved,dhapasi,21,6
Kathmandu,45000000,4,5,3,7,15,Paved,budhanilkantha,5,7
Kathmandu,3500000,0,0,3,4.5,13,Gravelled,hattigauda,0,8
Kathmandu,28500000,8,3,3,4,16,Paved,planing,7,9
Lalitpur,35000,4,3,2,4,16.4042,Paved,godawari,10,63
Kathmandu,40000000,0,0,2.5,5,13,Paved,sanobharyang,8,6
Kathmandu,400000,11,8,6,8,12,Soil Stabilized,thamel,20,66
Lalitpur,19000000,0,0,3,4,0,Soil Stabilized,lalitpur,3,6
Kathmandu,70000,2,1,6,8,12,Paved,paknajol,18,66
Lalitpur,11000000,2,1,1,2.75,13,Soil Stabilized,lalitpur,4,8
Lalitpur,19200000,4,5,3,3.0625,20,Paved,imadol,11,64
Kathmandu,36000000,5,5,3,5.5,13,Paved,ekatabasti,6,8
Kathmandu,20500000,4,4,3,4,15,Gravelled,sitapaila,2,8
Kathmandu,45000,2,2,3,3.050401753,10,Paved,bishal nagar,4,8
Lalitpur,150000,3,4,3,5.5,26.24672,Paved,jhamsikhel,0,8
Kathmandu,18000000,4,4,3,3.1,13,Gravelled,sitapaila,1,7
Kathmandu,72000000,5,5,3,13,15,Paved,budhanilkantha,9,7
Kathmandu,23000000,6,5,3,4,13,Paved,tokha,4,7
Kathmandu,19900000,6,4,3,3.1,13,Paved,mandikatar,1,9
Kathmandu,40000000,7,8,4,4,14,Paved,samakhusi,1,7
Kathmandu,21500000,5,5,3,3.5,13,Gravelled,bhangal,1,6
Kathmandu,34500000,6,3,2,4,0,Soil Stabilized,janasahayog marga,0,82
Kathmandu,70000000,4,4,2,16,14,Paved,basundhara,4,18
Kathmandu,55000000,0,0,3,6.2,32.8084,Gravelled,paknajol,0,8
Kathmandu,65000000,5,5,3,15,14,Paved,budhanilkantha,3,13
Kathmandu,62000000,7,7,3,8,13,Paved,dhumbarahi,5,8
Kathmandu,5800000,0,2,2,10,18,Paved,chabahil,11,22
Lalitpur,150000,3,4,3,5.5,14,Paved,jhamsikhel,9,63
Kathmandu,25500000,0,0,3.5,4.5,13,Paved,bafal,9,12
Kathmandu,13500000,0,0,3,2.5,12,Paved,dharmasthali,0,8
Lalitpur,28000000,0,0,3,5.75,20,Soil Stabilized,harisiddhi,0,8
Kathmandu,20000000,0,0,3,3,14,Gravelled,gongabu,3,6
Kathmandu,67500000,4,4,2,14,15,Paved,budhanilkantha,20,8
Kathmandu,35000000,4,4,2,7,15,Gravelled,golfutar,18,9
Kathmandu,32500000,4,3,3,4,30,Paved,golfutar,14,8
Kathmandu,22000000,10,0,3,5,15,Paved,budhanilkantha,0,8
Kathmandu,35000000,4,4,3,6,33,Paved,budhanilkantha,10,6
Kathmandu,26000000,0,0,3,4,12,Gravelled,kathmandu,6,6
Kathmandu,26500000,0,0,3,4,14,Paved,baniyatar,10,8
Kathmandu,11500000,0,0,3,3.5,13,Paved,thankot,0,8
Kathmandu,60000000,0,0,4,5.1,0,Soil Stabilized,balkhu,0,8
Kathmandu,37000000,7,6,4,5,16,Paved,banasthali,10,66
Kathmandu,1200000,0,0,3,8,20,Gravelled,ramkot,0,8
Kathmandu,900000,0,0,3,3,10,Paved,balaju,0,8
Bhaktapur,27000000,16,3,3,6,13,Paved,lokanthali,0,8
Bhaktapur,1800000,0,0,3,3.75,10,Gravelled,suryabinayak,0,8
Lalitpur,3700000,0,0,3,5,40,Gravelled,imadol,0,8
Lalitpur,6500000,2,1,2,3,5,Gravelled,imadol,0,8
Kathmandu,27500000,7,0,3,4.5,13,Paved,ekatabasti,1,63
Kathmandu,18000000,6,4,3,3,13,Gravelled,golfutar,1,63
Kathmandu,32000000,8,4,3,3.25,0,Soil Stabilized,naya bazar,13,8
Lalitpur,38500000,4,4,3,5.625,13,Paved,kusunti,9,63
Kathmandu,35000000,4,4,4,4,22,Paved,greenhill city,14,63
Lalitpur,235000,3,3,10,5.224251278,20,Paved,sanepa,17,8
Kathmandu,18200000,0,0,3,3,13,Paved,kapan,0,8
Kathmandu,13500000,4,3,3,2.5,13,Gravelled,pepsicola,3,63
Lalitpur,18000,2,1,3,2.629656684,15,Gravelled,dhapakhel,0,8
Lalitpur,60000,3,3,3,3.5,13,Gravelled,hattiban,0,8
Kathmandu,5700000,0,0,3,6.75,24,Gravelled,dhumbarahi,0,8
Kathmandu,2000000,0,0,3,3,13,Soil Stabilized,goldhunga,0,8
Kathmandu,50000,0,0,3,2.5,11,Paved,durbar marg,0,8
Kathmandu,1150000,0,0,3,8,13,Soil Stabilized,thankot,0,8
Kathmandu,32500000,6,5,3,5,12,Paved,aakase dhara,9,6
Bhaktapur,85000,0,0,3,12,12,Soil Stabilized,balkot,0,63
Kathmandu,1050000,0,0,3,7.5,13,Paved,thankot,0,8
Kathmandu,18000000,0,3,3,3.3125,9,Paved,battisputali,5,8
Kathmandu,3000000,0,0,3,5,10,Soil Stabilized,kirtipur,0,8
Kathmandu,20000000,0,0,3,5,30,Paved,kathmandu,0,8
Lalitpur,14500000,0,0,3,3,13,Gravelled,sano gaun,0,8
Kathmandu,1900000,0,0,3,5,12,Soil Stabilized,kirtipur,0,8
Kathmandu,45000000,0,0,3,8,15,Soil Stabilized,budhanilkantha,0,8
Kathmandu,49500000,0,0,3,9,15,Paved,budhanilkantha,12,8
Lalitpur,70000000,3,3,2,10,20,Paved,satdobato,0,32
Kathmandu,70000000,4,3,3,9.5,20,Paved,shantinagar,0,33
Kathmandu,4300000,0,0,3,9,9,Paved,chhauni,0,8
Lalitpur,25000000,3,5,3,4,20,Paved,sanepa,0,8
Lalitpur,16000000,16,4,4,4,10,Paved,lalitpur,0,19
Lalitpur,13500000,3,9,3,2.75,10,Soil Stabilized,imadol,7,6
Lalitpur,12000000,2,1,1,3.0625,12,Soil Stabilized,imadol,0,8
Lalitpur,2700000,0,0,3,6.5,16,Paved,bhaisepati,3,8
Kathmandu,27800000,6,3,3,5,13,Gravelled,mandikatar,1,63
Lalitpur,36000000,3,3,3,6.5,20,Paved,dhapakhel,0,17
Kathmandu,100000000,8,9,4,13.5,13,Paved,ghattekulo,0,17
Kathmandu,60000000,6,3,3,9.25,20,Paved,old baneshwor,0,32
Kathmandu,4000000,0,0,3,4.875,20,Paved,raniban,0,8
Kathmandu,65000000,5,5,3,15,13,Soil Stabilized,budhanilkantha,9,7
Kathmandu,56000000,6,6,3,10,20,Soil Stabilized,golfutar,8,8
Kathmandu,44500000,6,5,3,8.1,15,Paved,budhanilkantha,8,6
Kathmandu,85000000,5,5,3,17,13,Soil Stabilized,hattigauda,9,8
Kathmandu,38000000,0,0,3,8,13,Paved,balaju,0,8
Kathmandu,2000000,0,0,3,7,16,Paved,kalanki,0,8
Kathmandu,1375000,0,0,3,4,13,Gravelled,chandragiri,0,8
Kathmandu,1450000,0,0,3,4,13,Paved,thankot,0,8
Kathmandu,19000000,8,0,3,3.125,10,Paved,radha krisna mandir,10,8
Kathmandu,50000,6,3,2,6.5,10,Paved,jorpati,10,64
Kathmandu,1700000,0,0,3,6.5,14,Paved,thankot,0,8
Kathmandu,7500000,3,1,1,2.5,4,Soil Stabilized,kadaghari,0,8
Kathmandu,47500000,5,4,3,8,20,Paved,budhanilkantha,0,12
Kathmandu,25000000,3,3,3,4,20,Paved,dhapasi,0,8
Lalitpur,22500000,7,2,3,3.875,13,Gravelled,imadol,0,8
Lalitpur,35000000,5,4,3,6,20,Paved,thaiba,0,13
Kathmandu,50000000,7,4,2,7,10,Paved,mid baneshwor,13,6
Lalitpur,4000000,0,0,3,5.5,12,Gravelled,chakupat,0,8
Kathmandu,25000000,7,5,4,3,13,Gravelled,balaju,11,63
Kathmandu,16500000,0,0,2,3.0625,14,Paved,syuchatar,8,6
Kathmandu,46000000,5,4,3,7,13,Paved,chhauni,5,8
Bhaktapur,30000000,5,4,3,7.5,15,Paved,kausaltar,0,8
Bhaktapur,1700000,0,0,3,4.8125,20,Gravelled,bhaktapur,0,8
Kathmandu,3300000,0,0,3,5.5,26.24672,Soil Stabilized,mulpani,0,8
Kathmandu,7000000,0,0,3,4,20,Paved,gongabu,0,8
Kathmandu,28000000,2,4,3,5,13,Gravelled,basbari,0,8
Kathmandu,35000000,0,0,3,4.25,13,Paved,mid baneshwor,0,8
Kathmandu,49000000,0,0,3,4.5,12,Paved,thapagaun,0,8
Kathmandu,20000,2,1,3,6,13,Soil Stabilized,budhanilkantha,7,64
Kathmandu,21500000,5,5,3,3.5,13,Gravelled,bhangal,0,6
Kathmandu,3900000,0,0,3,8,15,Paved,tokha,0,8
Kathmandu,6700000,0,0,3,4,33,Soil Stabilized,golfutar,0,8
Kathmandu,25500000,7,5,3,5,20,Gravelled,budhanilkantha,3,6
Kathmandu,4200000,0,0,3,8,15,Paved,budhanilkantha,0,8
Kathmandu,16500000,8,0,3,3.0625,13,Gravelled,gothatar,0,8
Kathmandu,22000000,11,0,3,4.25,13,Gravelled,bhangal,0,8
Bhaktapur,10500000,0,0,3,4,10,Paved,changunarayan,0,8
Kathmandu,2200000,0,0,3,9.5,18,Paved,budhanilkantha,0,8
Lalitpur,1250000,0,0,3,4.25,20,Soil Stabilized,lubhu,0,8
Kathmandu,70000000,5,7,2,12,14,Paved,dhumbarahi,17,8
Kathmandu,39500000,5,6,3,5.75,20,Paved,banasthali,13,8
Kathmandu,18000000,2,1,1,5.25,12,Paved,chabahil,1,8
Lalitpur,4300000,0,0,3,5,26,Paved,mahalaxmisthan,0,8
Kathmandu,22000000,3,4,3,3,14,Soil Stabilized,sitapaila,5,64
Kathmandu,110000,0,6,3,6,22,Paved,tarkeshwor,6,8
Kathmandu,5500000,0,0,3,9,16,Paved,baluwatar,0,8
Kathmandu,8500000,0,0,3,7,16,Paved,naxal,0,8
Kathmandu,47000000,18,6,3,6,13,Paved,sukedhara,11,8
Kathmandu,175000,0,0,4,5.259313367,42,Paved,baluwatar,0,8
Kathmandu,22500000,0,4,3,3,12,Gravelled,kathmandu nepal,4,73
Kathmandu,45000000,6,6,3,8,20,Paved,dhapasi,18,8
Kathmandu,130000000,6,7,2,26,20,Paved,budhanilkantha,18,65
Kathmandu,15000000,0,0,3,9,60,Paved,lazimpat,0,8
